STATE,AREA,AGE_ADJUSTED_CI_LOWER,AGE_ADJUSTED_CI_UPPER,AGE_ADJUSTED_RATE,COUNT,EVENT_TYPE,POPULATION,RACE,SEX,SITE,YEAR,CRUDE_CI_LOWER,CRUDE_CI_UPPER,CRUDE_RATE,County,County Name,lat,lng,Ratings
AR,AR: Faulkner County (05045),161.5,184.0,172.5,956,Mortality,606457,All Races,Male and Female,All Cancer Sites Combined,2013-2017,147.8,168.0,157.6, Faulkner County (05045), Faulkner County ,35.1035858,-92.38136209999999,1.725
AR,AR: Franklin County (05047),171.7,222.9,195.9,243,Mortality,88995,All Races,Male and Female,All Cancer Sites Combined,2013-2017,239.8,309.6,273.0, Franklin County (05047), Franklin County ,35.5927966,-93.8248241,1.959
AR,AR: Fulton County (05049),162.3,219.7,189.0,201,Mortality,60599,All Races,Male and Female,All Cancer Sites Combined,2013-2017,287.4,380.8,331.7, Fulton County (05049), Fulton County ,36.3797374,-91.7928402,1.89
AR,AR: Garland County (05051),167.9,187.4,177.4,1397,Mortality,489978,All Races,Male and Female,All Cancer Sites Combined,2013-2017,270.4,300.5,285.1, Garland County (05051), Garland County ,34.5559285,-93.17796589999999,1.774
AR,AR: Grant County (05053),167.0,219.5,191.8,222,Mortality,90286,All Races,Male and Female,All Cancer Sites Combined,2013-2017,214.6,280.4,245.9, Grant County (05053), Grant County ,34.2628015,-92.4208713,1.9180000000000001
AR,AR: Greene County (05055),163.3,196.7,179.4,469,Mortality,220952,All Races,Male and Female,All Cancer Sites Combined,2013-2017,193.5,232.4,212.3, Greene County (05055), Greene County ,36.1314931,-90.563609,1.794
AR,AR: Hempstead County (05057),138.1,180.7,158.3,230,Mortality,110776,All Races,Male and Female,All Cancer Sites Combined,2013-2017,181.7,236.3,207.6, Hempstead County (05057), Hempstead County ,33.6530112,-93.66232389999999,1.5830000000000002
AR,AR: Hot Spring County (05059),168.0,204.8,185.6,421,Mortality,167415,All Races,Male and Female,All Cancer Sites Combined,2013-2017,228.0,276.7,251.5, Hot Spring County (05059), Hot Spring County ,34.3393795,-92.97755579999999,1.8559999999999999
AR,AR: Howard County (05061),161.7,221.4,189.6,168,Mortality,67163,All Races,Male and Female,All Cancer Sites Combined,2013-2017,213.7,291.0,250.1, Howard County (05061), Howard County ,34.1318213,-94.028678,1.896
AR,AR: Independence County (05063),155.2,189.7,171.8,408,Mortality,185523,All Races,Male and Female,All Cancer Sites Combined,2013-2017,199.1,242.3,219.9, Independence County (05063), Independence County ,35.8174139,-91.5983959,1.7180000000000002
AR,AR: Izard County (05065),139.6,188.7,162.4,195,Mortality,67608,All Races,Male and Female,All Cancer Sites Combined,2013-2017,249.4,331.9,288.4, Izard County (05065), Izard County ,36.1610924,-91.9099238,1.624
AR,AR: Jackson County (05067),198.9,256.2,226.1,258,Mortality,87046,All Races,Male and Female,All Cancer Sites Combined,2013-2017,261.3,334.9,296.4, Jackson County (05067), Jackson County ,35.6479574,-91.13530200000001,2.261
AR,AR: Jefferson County (05069),186.6,214.0,199.9,881,Mortality,357208,All Races,Male and Female,All Cancer Sites Combined,2013-2017,230.6,263.5,246.6, Jefferson County (05069), Jefferson County ,34.227351,-91.9099238,1.999
AR,AR: Johnson County (05071),155.2,198.3,175.7,274,Mortality,130643,All Races,Male and Female,All Cancer Sites Combined,2013-2017,185.6,236.1,209.7, Johnson County (05071), Johnson County ,35.6026275,-93.5003454,1.757
AR,AR: Lafayette County (05073),117.7,186.1,148.4,86,Mortality,35179,All Races,Male and Female,All Cancer Sites Combined,2013-2017,195.5,301.9,244.5, Lafayette County (05073), Lafayette County ,33.2511695,-93.62178019999999,1.484
AR,AR: Lawrence County (05075),191.9,246.1,217.5,267,Mortality,83967,All Races,Male and Female,All Cancer Sites Combined,2013-2017,281.0,358.5,318.0, Lawrence County (05075), Lawrence County ,35.9969735,-91.13530200000001,2.175
AR,AR: Lee County (05077),151.9,222.4,184.4,117,Mortality,48019,All Races,Male and Female,All Cancer Sites Combined,2013-2017,201.5,292.0,243.7, Lee County (05077), Lee County ,34.7712669,-90.8294002,1.844
AR,AR: Lincoln County (05079),161.3,224.3,190.7,151,Mortality,69155,All Races,Male and Female,All Cancer Sites Combined,2013-2017,184.9,256.1,218.4, Lincoln County (05079), Lincoln County ,33.9185116,-91.714958,1.9069999999999998
AR,AR: Little River County (05081),123.6,176.4,148.0,135,Mortality,62498,All Races,Male and Female,All Cancer Sites Combined,2013-2017,181.1,255.7,216.0, Little River County (05081), Little River County ,33.6808926,-94.19234000000002,1.48
AR,AR: Logan County (05083),174.2,220.3,196.1,303,Mortality,109076,All Races,Male and Female,All Cancer Sites Combined,2013-2017,247.4,310.9,277.8, Logan County (05083), Logan County ,35.2475011,-93.66232389999999,1.9609999999999999
AR,AR: Lonoke County (05085),178.8,208.2,193.1,703,Mortality,358086,All Races,Male and Female,All Cancer Sites Combined,2013-2017,182.1,211.4,196.3, Lonoke County (05085), Lonoke County ,34.7591647,-91.9099238,1.931
AR,AR: Madison County (05087),163.5,218.8,189.5,201,Mortality,79581,All Races,Male and Female,All Cancer Sites Combined,2013-2017,218.9,290.0,252.6, Madison County (05087), Madison County ,35.9466415,-93.66232389999999,1.895
AR,AR: Marion County (05089),165.8,213.8,188.3,289,Mortality,81912,All Races,Male and Female,All Cancer Sites Combined,2013-2017,313.3,395.9,352.8, Marion County (05089), Marion County ,36.3194702,-92.6983868,1.883
AR,AR: Miller County (05091),172.0,206.4,188.6,493,Mortality,218665,All Races,Male and Female,All Cancer Sites Combined,2013-2017,206.0,246.3,225.5, Miller County (05091), Miller County ,33.3335556,-93.86553029999999,1.886
AR,AR: Mississippi County (05093),201.9,240.5,220.5,535,Mortality,217614,All Races,Male and Female,All Cancer Sites Combined,2013-2017,225.5,267.6,245.8, Mississippi County (05093), Mississippi County ,35.8279728,-90.0746767,2.205
AR,AR: Monroe County (05095),236.0,329.2,279.3,161,Mortality,37033,All Races,Male and Female,All Cancer Sites Combined,2013-2017,370.2,507.3,434.7, Monroe County (05095), Monroe County ,34.5918747,-91.13530200000001,2.793
AR,AR: Montgomery County (05097),142.2,208.0,172.2,136,Mortality,45293,All Races,Male and Female,All Cancer Sites Combined,2013-2017,251.9,355.2,300.3, Montgomery County (05097), Montgomery County ,34.5424074,-93.66232389999999,1.722
AR,AR: Nevada County (05099),170.6,246.9,205.8,128,Mortality,42649,All Races,Male and Female,All Cancer Sites Combined,2013-2017,250.4,356.8,300.1, Nevada County (05099), Nevada County ,33.6621386,-93.33889169999999,2.0580000000000003
AR,AR: Newton County (05101),152.1,225.9,185.8,122,Mortality,39488,All Races,Male and Female,All Cancer Sites Combined,2013-2017,256.6,368.9,309.0, Newton County (05101), Newton County ,35.9603994,-93.17796589999999,1.858
AR,AR: Ouachita County (05103),184.4,229.5,205.9,358,Mortality,121875,All Races,Male and Female,All Cancer Sites Combined,2013-2017,264.1,325.8,293.7, Ouachita County (05103), Ouachita County ,33.5828512,-92.9375739,2.059
AR,AR: Perry County (05105),164.7,232.7,196.2,144,Mortality,51588,All Races,Male and Female,All Cancer Sites Combined,2013-2017,235.4,328.6,279.1, Perry County (05105), Perry County ,34.96032,-92.8976254,1.962
AR,AR: Phillips County (05107),189.7,244.5,215.8,266,Mortality,97586,All Races,Male and Female,All Cancer Sites Combined,2013-2017,240.8,307.4,272.6, Phillips County (05107), Phillips County ,34.4611206,-90.86751339999999,2.158
AR,AR: Pike County (05109),154.6,217.9,183.9,142,Mortality,54487,All Races,Male and Female,All Cancer Sites Combined,2013-2017,219.5,307.2,260.6, Pike County (05109), Pike County ,34.1876975,-93.66232389999999,1.839
AR,AR: Poinsett County (05111),207.4,256.1,230.7,369,Mortality,120481,All Races,Male and Female,All Cancer Sites Combined,2013-2017,275.8,339.2,306.3, Poinsett County (05111), Poinsett County ,35.6078586,-90.6393702,2.307
AR,AR: Polk County (05113),173.6,220.2,195.7,305,Mortality,101113,All Races,Male and Female,All Cancer Sites Combined,2013-2017,268.7,337.5,301.6, Polk County (05113), Polk County ,34.5268097,-94.15137639999999,1.9569999999999999
AR,AR: Pope County (05115),170.1,198.9,184.1,662,Mortality,316802,All Races,Male and Female,All Cancer Sites Combined,2013-2017,193.3,225.5,209.0, Pope County (05115), Pope County ,35.440627,-93.0175712,1.841
AR,AR: Prairie County (05117),146.8,217.4,179.1,119,Mortality,41518,All Races,Male and Female,All Cancer Sites Combined,2013-2017,237.4,343.0,286.6, Prairie County (05117), Prairie County ,34.7636336,-91.5983959,1.791
AR,AR: Pulaski County (05119),164.9,176.1,170.5,3738,Mortality,1966179,All Races,Male and Female,All Cancer Sites Combined,2013-2017,184.1,196.3,190.1, Pulaski County (05119), Pulaski County ,34.75386150000001,-92.2236667,1.705
AR,AR: Randolph County (05121),178.5,230.8,203.3,257,Mortality,87693,All Races,Male and Female,All Cancer Sites Combined,2013-2017,258.3,331.2,293.1, Randolph County (05121), Randolph County ,36.3457918,-90.9820668,2.033
AR,AR: Saline County (05125),162.2,181.8,171.8,1235,Mortality,581961,All Races,Male and Female,All Cancer Sites Combined,2013-2017,200.5,224.4,212.2, Saline County (05125), Saline County ,34.5708215,-92.539603,1.7180000000000002
AR,AR: Scott County (05127),157.8,222.8,187.9,144,Mortality,52803,All Races,Male and Female,All Cancer Sites Combined,2013-2017,230.0,321.1,272.7, Scott County (05127), Scott County ,34.8854732,-93.9878427,1.879
AR,AR: Searcy County (05129),157.8,226.4,189.1,134,Mortality,39644,All Races,Male and Female,All Cancer Sites Combined,2013-2017,283.2,400.3,338.0, Searcy County (05129), Searcy County ,35.9721,-92.6983868,1.891
AR,AR: Sebastian County (05131),169.9,189.8,179.6,1324,Mortality,636765,All Races,Male and Female,All Cancer Sites Combined,2013-2017,196.9,219.4,207.9, Sebastian County (05131), Sebastian County ,35.2260397,-94.315422,1.796
AR,AR: Sevier County (05133),144.0,199.2,169.9,156,Mortality,86197,All Races,Male and Female,All Cancer Sites Combined,2013-2017,153.7,211.7,181.0, Sevier County (05133), Sevier County ,34.0346222,-94.27436279999999,1.699
AR,AR: Sharp County (05135),166.8,215.0,189.5,277,Mortality,84892,All Races,Male and Female,All Cancer Sites Combined,2013-2017,289.0,367.1,326.3, Sharp County (05135), Sharp County ,36.16759740000001,-91.44346900000001,1.895
AR,AR: St. Francis County (05123),156.2,199.7,176.9,275,Mortality,133542,All Races,Male and Female,All Cancer Sites Combined,2013-2017,182.3,231.8,205.9, St. Francis County (05123), St. Francis County ,34.9926533,-90.7152749,1.7690000000000001
AR,AR: Stone County (05137),151.9,206.7,177.3,196,Mortality,62197,All Races,Male and Female,All Cancer Sites Combined,2013-2017,272.6,362.5,315.1, Stone County (05137), Stone County ,35.8075142,-92.2236667,1.7730000000000001
AR,AR: Union County (05139),205.6,243.1,223.7,587,Mortality,200142,All Races,Male and Female,All Cancer Sites Combined,2013-2017,270.0,318.0,293.3, Union County (05139), Union County ,33.1431092,-92.539603,2.237
AR,AR: Van Buren County (05141),135.5,177.7,155.2,237,Mortality,83775,All Races,Male and Female,All Cancer Sites Combined,2013-2017,248.0,321.3,282.9, Van Buren County (05141), Van Buren County ,35.6266232,-92.539603,1.5519999999999998
AR,AR: Washington County (05143),150.1,166.2,158.0,1565,Mortality,1121696,All Races,Male and Female,All Cancer Sites Combined,2013-2017,132.7,146.6,139.5, Washington County (05143), Washington County ,35.9307703,-94.15137639999999,1.58
AR,AR: White County (05145),180.0,206.0,192.7,884,Mortality,393845,All Races,Male and Female,All Cancer Sites Combined,2013-2017,209.9,239.8,224.5, White County (05145), White County ,35.2900612,-91.7538817,1.9269999999999998
AR,AR: Woodruff County (05147),174.6,259.6,213.5,113,Mortality,33842,All Races,Male and Female,All Cancer Sites Combined,2013-2017,275.2,401.4,333.9, Woodruff County (05147), Woodruff County ,35.1215846,-91.13530200000001,2.135
AR,AR: Yell County (05149),169.7,217.6,192.4,265,Mortality,108155,All Races,Male and Female,All Cancer Sites Combined,2013-2017,216.4,276.4,245.0, Yell County (05149), Yell County ,35.0810824,-93.33889169999999,1.9240000000000002
AZ,AZ: Apache County (04001),115.7,139.2,127.1,481,Mortality,358131,All Races,Male and Female,All Cancer Sites Combined,2013-2017,122.6,146.9,134.3, Apache County (04001), Apache County ,35.5313224,-109.3783206,1.271
AZ,AZ: Cochise County (04003),151.2,168.2,159.5,1472,Mortality,634234,All Races,Male and Female,All Cancer Sites Combined,2013-2017,220.4,244.3,232.1, Cochise County (04003), Cochise County ,31.82845799999999,-109.949686,1.595
AZ,AZ: Coconino County (04005),112.8,131.3,121.8,745,Mortality,694942,All Races,Male and Female,All Cancer Sites Combined,2013-2017,99.6,115.2,107.2, Coconino County (04005), Coconino County ,35.6647545,-111.4752851,1.218
AZ,AZ: Gila County (04007),140.2,164.2,151.8,743,Mortality,266131,All Races,Male and Female,All Cancer Sites Combined,2013-2017,259.5,300.0,279.2, Gila County (04007), Gila County ,33.6370567,-110.5215459,1.518
AZ,AZ: Graham County (04009),129.2,164.6,146.1,275,Mortality,188775,All Races,Male and Female,All Cancer Sites Combined,2013-2017,129.0,164.0,145.7, Graham County (04009), Graham County ,33.076805,-109.7591675,1.4609999999999999
AZ,AZ: Greenlee County (04011),103.3,175.3,135.9,61,Mortality,46943,All Races,Male and Female,All Cancer Sites Combined,2013-2017,99.4,166.9,129.9, Greenlee County (04011), Greenlee County ,33.2405598,-109.2831531,1.359
AZ,AZ: La Paz County (04012) - 1994+,114.9,152.2,132.3,289,Mortality,102940,All Races,Male and Female,All Cancer Sites Combined,2013-2017,249.3,315.1,280.7, La Paz County (04012) - 1994+, La Paz County ,34.0061091,-113.9536466,1.3230000000000002
AZ,AZ: Maricopa County (04013),138.0,141.1,139.6,31764,Mortality,20877759,All Races,Male and Female,All Cancer Sites Combined,2013-2017,150.5,153.8,152.1, Maricopa County (04013), Maricopa County ,33.2917968,-112.4291464,1.396
AZ,AZ: Mohave County (04015),181.1,194.3,187.6,3634,Mortality,1023928,All Races,Male and Female,All Cancer Sites Combined,2013-2017,343.5,366.6,354.9, Mohave County (04015), Mohave County ,35.2143346,-113.7632828,1.876
AZ,AZ: Navajo County (04017),127.9,146.8,137.1,872,Mortality,540224,All Races,Male and Female,All Cancer Sites Combined,2013-2017,150.9,172.5,161.4, Navajo County (04017), Navajo County ,35.4019765,-110.1402594,1.371
AZ,AZ: Pima County (04019),137.6,143.3,140.4,9528,Mortality,5056975,All Races,Male and Female,All Cancer Sites Combined,2013-2017,184.6,192.2,188.4, Pima County (04019), Pima County ,32.057499,-111.6660725,1.4040000000000001
AZ,AZ: Pinal County (04021),126.0,135.2,130.5,3403,Mortality,2037121,All Races,Male and Female,All Cancer Sites Combined,2013-2017,161.5,172.8,167.0, Pinal County (04021), Pinal County ,32.8162061,-111.2845025,1.305
AZ,AZ: Santa Cruz County (04023),108.2,135.1,121.1,336,Mortality,233400,All Races,Male and Female,All Cancer Sites Combined,2013-2017,129.0,160.2,144.0, Santa Cruz County (04023), Santa Cruz County ,31.5986127,-110.8076084,1.2109999999999999
AZ,AZ: Yavapai County (04025),150.5,162.0,156.2,3363,Mortality,1105656,All Races,Male and Female,All Cancer Sites Combined,2013-2017,294.0,314.6,304.2, Yavapai County (04025), Yavapai County ,34.6463981,-112.4291464,1.5619999999999998
AZ,AZ: Yuma County (04027) - 1994+,108.1,120.0,114.0,1496,Mortality,1029604,All Races,Male and Female,All Cancer Sites Combined,2013-2017,138.0,152.9,145.3, Yuma County (04027) - 1994+, Yuma County ,32.6527533,-113.9536466,1.14
CA,CA: Alameda County (06001),132.4,137.4,134.9,11470,Mortality,8131992,All Races,Male and Female,All Cancer Sites Combined,2013-2017,138.5,143.7,141.0, Alameda County (06001), Alameda County ,37.6016892,-121.7195459,1.349
CA,CA: Amador County (06005),135.8,163.3,148.9,509,Mortality,186389,All Races,Male and Female,All Cancer Sites Combined,2013-2017,249.9,297.9,273.1, Amador County (06005), Amador County ,38.3488921,-120.7740931,1.489
CA,CA: Butte County (06007),160.9,174.6,167.6,2469,Mortality,1125782,All Races,Male and Female,All Cancer Sites Combined,2013-2017,210.7,228.1,219.3, Butte County (06007), Butte County ,39.6253952,-121.5370003,1.676
CA,CA: Calaveras County (06009),140.0,165.6,152.3,622,Mortality,225235,All Races,Male and Female,All Cancer Sites Combined,2013-2017,254.9,298.7,276.2, Calaveras County (06009), Calaveras County ,38.1960477,-120.6805037,1.5230000000000001
CA,CA: Colusa County (06011),115.5,160.0,136.4,157,Mortality,106960,All Races,Male and Female,All Cancer Sites Combined,2013-2017,124.7,171.6,146.8, Colusa County (06011), Colusa County ,39.1040645,-122.2653887,1.364
CA,CA: Contra Costa County (06013),136.4,142.2,139.3,9043,Mortality,5609779,All Races,Male and Female,All Cancer Sites Combined,2013-2017,157.9,164.6,161.2, Contra Costa County (06013), Contra Costa County ,37.8534093,-121.9017954,1.393
CA,CA: Del Norte County (06015),145.9,185.5,164.7,290,Mortality,137111,All Races,Male and Female,All Cancer Sites Combined,2013-2017,187.9,237.3,211.5, Del Norte County (06015), Del Norte County ,41.7076287,-123.9659708,1.6469999999999998
CA,CA: El Dorado County (06017),133.0,146.4,139.6,1827,Mortality,924122,All Races,Male and Female,All Cancer Sites Combined,2013-2017,188.7,207.0,197.7, El Dorado County (06017), El Dorado County ,38.74263759999999,-120.4357631,1.396
CA,CA: Fresno County (06019),141.5,148.7,145.0,6516,Mortality,4848280,All Races,Male and Female,All Cancer Sites Combined,2013-2017,131.2,137.7,134.4, Fresno County (06019), Fresno County ,36.9858984,-119.2320784,1.45
CA,CA: Glenn County (06021),145.4,186.0,164.7,269,Mortality,139266,All Races,Male and Female,All Cancer Sites Combined,2013-2017,170.8,217.7,193.2, Glenn County (06021), Glenn County ,39.6437813,-122.4467238,1.6469999999999998
CA,CA: Humboldt County (06023),158.0,176.4,167.0,1384,Mortality,676876,All Races,Male and Female,All Cancer Sites Combined,2013-2017,193.8,215.5,204.5, Humboldt County (06023), Humboldt County ,40.7450055,-123.8695086,1.67
CA,CA: Imperial County (06025),119.9,135.2,127.4,1097,Mortality,895859,All Races,Male and Female,All Cancer Sites Combined,2013-2017,115.3,129.9,122.5, Imperial County (06025), Imperial County ,33.0113694,-115.4733554,1.274
